id,date_created,response_status,funded_past_3_yrs,applied_not_funded,org_role,org_role_other_txt,primary_focus,primary_focus_other_txt,postal_code,purpose,confident_in_mac_ability,deadline_comms,guidelines_comms,manipogo,trasparent_granting,response_enquiries,response_results,feedback,complaints_process,improve,connection_to_arts_community,disconnect_explain_txt,rank_advocacy,rank_measure_impact,rank_board_trg,rank_financial_trg,rank_leadership_trg,rank_shared_services,rank_loan_access,rank_networking,rank_marketing,future_impact_txt,comments_txt,funded_status,role_grouped,fsa,.row_id,region,location
118982677764,2025-10-23,completed,Yes,Yes,Arts/Cultural Organization,NA,Craft,NA,R3C2A3,To fund and support Manitoba's arts and culture sector through grants.,Very confident,Excellent,Good,Excellent,Good,Excellent,Good,Good,Don't know,"More funding, obviously. The ability to keep up with inflation and rising CARFAC rates. Would love to see an initiative similar to CARFAC that would ensure liveable wages and benefits for arts and culture workers. More funding parity between arts organizations of similar size and programming output.",Very connected,NA,3,1,6,5,7,4,9,8,2,MAC has access to funding that reflects inflation - operating funds to orgs increases with cost of living. MAC has developed standards around remuneration of cultural workers similar to CARFAC.,"MAC is the most accessible and helpful of the arts funders we deal with, and we love them. They make themselves a  resource to the community and are on our side.",Funded,Organization,R3C,117,Capital Region,Winnipeg Area
118982671061,2025-10-23,completed,No,No,Missing,Volunteer ,Visual Arts,NA,R3L2K1,Give money to artists,Confident,Excellent,Good,Fair,Good,Good,Fair,Good,Don't know,More money,Connected,NA,1,2,3,7,6,5,8,9,4,More money,More money ,"Did not apply, not funded",NA,R3L,118,Capital Region,Winnipeg Area
118982461478,2025-10-23,completed,No,Yes,Indigenous Knowledge Keeper,NA,Theatre,NA,R2J1Y8,To help artists achieve their goals through financial aid or education or personal development. ,Not at all confident,Poor,Poor,Poor,Poor,Poor,Fair,Poor,Poor,"I have applied to WAC and MAC for over a decade and received absolutely nothing. No feedback , no guidance, no direction. Nothing ",Very disconnected,I am a Metis woman that has worked at the bottom on various organizations that promote creativity and development for Theatre Arts and youth and your administration has never acknowledged or offered me any assistance in developing marginalized indigenous youth in any way. I have been with the same organization for 14 years in the thick it without one cent from your people to develop my skills and our youth. ,4,1,2,3,6,5,7,8,9,You will uphold your standard. You forgot about all us front of the line real starving artists a long time ago. Shame. ,You will do what you do. You always have. The intermediate artists will take everything and you will leave us with nothing. ,"Applied, not funded",Individual,R2J,119,Capital Region,Winnipeg Area
118982092012,2025-10-22,completed,No,Yes,Individual Artist,NA,Inter-arts,NA,R3L0L9,"Public funder - peer assessed 
Public advocate for art as a social asset ",Confident,Excellent,Excellent,Fair,Fair,Fair,Fair,Poor,Poor,"Support art and artists above all other things.
Trust that the art sector knows itself.
Convey an art summit to get us all on the same page to tackle todays issues. No need for consultants. Same as you believe in peer assesments for grants, believe in peer to peer conversations for arts sector analysis and planning. ",Disconnected,"Art consultation that feel more colonial in approach than decolonized. 
Province moving to being bilingual province - yet MAC holds all its events absent this reality. 
Silent on the need for operating funds as to make up for forty years of inflation that has not been met by operating grants. 
Flexibility vs rigidity in order to collect stats. Arts isn't just about stats. We are NOT a capitalist venture. ",1,2,3,4,5,6,7,8,9,Quesiton no.12 does NOT align with what is needed today and how we build the next 10 years. None of those priorities align with what the art sector needs. HR crisis. cultural space capital deficits. Paid labour gaps between artists and other professionals. Decolonization. Bilingualisation. ,"Solutions don't come from consultants or 'shared' admin.
The de-bureaucratization and de-conolnization of systems will get us much further and strengthen the relationship between art and community. ","Applied, not funded",Individual,R3L,120,Capital Region,Winnipeg Area
118982045209,2025-10-22,completed,Yes,Yes,Arts/Cultural Organization,NA,Craft,NA,R3B1T2,"To fund the arts, through grants to artists and arts organizations, to advocate for the value of the arts, and as a liaison to government. ",Confident,Excellent,Fair,Good,Good,Good,Good,Fair,Don't know,Get more dollars so more grants can be awarded. I've been turned down many times with merit.  ,Connected,NA,1,5,8,6,7,3,9,4,2,"MAC has:
- Successfully advocated for significantly more funds.
- Government truly appreciates the value of the arts and supports it through dollars. 
- The Heritage Community is more included in the ""arts"" as the past, the memories and the history of the arts is essential for the contemporary practice of the arts. ",NA,Funded,Organization,R3B,121,Capital Region,Winnipeg Area
118982001907,2025-10-22,completed,Yes,No,Community-based Organization,NA,Missing,social service with cultural programming,R3G0R8,"To provide funding support for Manitoba artists of all genres, musicians, arts organizations and community organizations who have artistic programming.",Very confident,Excellent,Excellent,Good,Good,Excellent,Good,Don't know,Don't know,NA,Very connected,NA,1,2,4,5,6,7,9,3,8,More of the same but they were able to increase their funding base through diversification which resulted in more artists receiving funding for artistic projects. They were also able to increase their Indigenous programming dollars.,MAC is an important organization for Manitoba Artists. Find ways to increase your funding base to expand your output and reach.,Funded,Organization,R3G,122,Capital Region,Winnipeg Area
118981971677,2025-10-22,completed,Yes,Yes,Arts/Cultural Organization,NA,Music,NA,R0E1A0,Promote artistic endeavours in Manitoba,Confident,Good,Fair,Good,Poor,Excellent,Poor,Poor,Missing,"Quicker turnaround for grant notification for small grants.  For small organizations, it is critical to have the answers soon after applying to ensure we can deliver the project. ",Disconnected,"It is admirable to have large objective/vision statements, however, it is not always possible for small projects to address these large statements.  Be more flexible - especially when dealing with small or rural organizations entirely run by volunteers.   ",1,2,5,7,6,8,9,4,3,"Meet/communicate with arts organizations - come and see us, our projects and our community.  MAC has offices in Winnipeg AND four (or more) regions of the Province - North, Eastman, Westman.","The perception in rural Manitoba is that MAC is a very Winnipeg-based organization.  You need a presence in each area of the Province, not just Winnipeg. ",Funded,Organization,R0E,123,Eastman,Outside Wpg
118981810855,2025-10-22,completed,Yes,Yes,Individual Artist,NA,Visual Arts,NA,R7A3K2,To assist in funding arts and culture in Manitoba.,Confident,Fair,Fair,Fair,Fair,Good,Fair,Fair,Fair,not sure,Connected,NA,9,1,2,3,4,5,6,7,8,I would say more of the same.,No...,Funded,Individual,R7A,124,Westman,Outside Wpg
118981804568,2025-10-22,completed,Yes,Don't know,Arts/Cultural Organization,NA,Visual Arts,NA,R3B1T2,To fund artists so they can create work. To fund organizations so they can serve artists and the community at large,Confident,Excellent,Excellent,Fair,Excellent,Excellent,Excellent,Excellent,Don't know,Have more granting deadlines through out the year. Have more opportunities for artists to apply for unexpected studio and living expenses. ,Connected,NA,1,2,8,6,7,4,3,5,9,They have provided more artists with fair living expenses so they can create art. ,NA,Missing,Organization,R3B,125,Capital Region,Winnipeg Area
118981719743,2025-10-22,completed,Yes,Yes,Arts/Cultural Organization,NA,Missing,we do equally visual arts and performing arts (90% music),R3B1L4,"The goal should be to ensure that all Manitobans have access to the arts. However, current funding is heavily weighted toward supporting the arts in Winnipeg. This imbalance has been longstanding and needs to be corrected. There are many rural and northern communities that lack access to the arts, and addressing this gap should be a key focus moving forward.",Not very confident,Good,Good,Good,Don't know,Good,Good,Good,Don't know,"We need to restore balance and increase arts funding for rural and northern Manitoba. Funding should be more reflective of the population—at least 40% of Manitobans live in rural areas. This doesn’t even include artists working in schools.

Winnipeg has the Winnipeg Arts Council (WAC), which provides additional funding for the arts, but rural and northern regions rely solely on the Manitoba Arts Council (MAC) as their core funder. When responsibility for arts funding was transferred from the province to MAC, rural funding actually decreased because new limits were introduced that prevented many rural organizations from applying for project grants.

$30,000 doesn’t even cover the cost of one staff position—it’s an abysmal level of support.",Disconnected,"MAC is more connected to Winnipeg artists, but there is a clear disconnect when it comes to rural and northern arts and their unique needs to thrive. The arts in these regions operate on an entirely different level, with distinct challenges and contexts that require more tailored support. ",1,5,2,3,4,8,9,7,6,"Ten years from now, the arts will be thriving in every rural and northern community across Manitoba. Municipalities will recognize the social and economic impact of the arts and will be actively investing in them, creating more vibrant, connected, and engaged communities.

This progress will be the direct result of MAC’s commitment to increased investment in rural and northern arts and its success in securing matching funding to amplify that impact.

A province-wide school touring program will bring performing arts to students throughout Manitoba, inspiring creativity and nurturing the next generation of artists and audiences.

Manitobans of all ages will participate in and experience the arts as a natural and essential part of everyday life—because the arts will truly belong to everyone, everywhere.","The current system is unsustainable and lopsided, with most funding, infrastructure, and opportunities concentrated in Winnipeg. Meanwhile, rural and Northern communities—home to approximately 40% of Manitoba’s population—remain under-resourced, underserved, and often excluded from decision-making and investment.

There are at least 14 long-standing, volunteer-driven arts organizations operating in rural Manitoba today. Many have served their communities for decades, but are now nearing burnout. Without renewed investment and structural support, these organizations—and the ecosystems they anchor—risk disappearing altogether. If we don’t strengthen rural arts staffing and infrastructure now, it will recede rapidly, and the cultural gap between urban and rural Manitoba will only widen.
 
This is not about potential—it’s about what’s already proven possible. There are currently four NHL players who were born and raised in rural Manitoba. That’s possible because nearly every rural municipality has a hockey rink. Now imagine what the arts could look like if every rural community had access to an arts centre and vibrant arts programming.
 
These challenges point to the need for equity-focused funding. Rural and Northern organizations often lack the administrative capacity to compete with large, urban institutions, and without a new approach, future funding risks reinforcing privilege and systemic barriers rather than reducing them.
 
To address these issues holistically, I strongly recommend that the Manitoba Arts Council and the Winnipeg Foundation commission a province-wide arts ecosystem review. This review should guide not only the design of this new grant program but also inform long-term planning across the sector.
 
Below are six core recommendations that support this vision.
 
1. Commission a Provincial Arts Ecosystem Review
Hire an independent consultant to assess the health of Manitoba’s arts and culture ecosystem and provide actionable recommendations. The review should include:
Identifying opportunities for collaboration, amalgamation, or shared services
Evaluating the capacity and utilization of existing venues and touring networks
Mapping regional disparities and barriers to participation
Proposing a strategic framework for funding distribution
The resulting report could serve as a guiding document for both funders and policymakers, including the development of an updated provincial Cultural Plan. Organizations like the Manitoba Benefactors for the Arts may be interested in supporting this initiative.

2. Fund Sustainability, Not Expansion Alone
The goal of this new program must be to foster a sustainable and inclusive arts ecosystem, not just to fund more activity or capital projects. Manitoba’s current model is top-heavy, and rural and Northern communities have significant untapped potential that will remain unrealized without targeted investment.

3. Prioritize Equity in Funding Distribution
Equity requires more than an open call. I recommend that 40% of the program’s total funding be earmarked for rural, Northern, and Indigenous-led organizations. This formula should be applied consistently by both MAC and the Winnipeg Foundation, recognizing the demographic and geographic realities of the province.

4. Avoid Overconcentration in Winnipeg
Winnipeg’s arts sector is already saturated with organizations, venues, and existing funding streams. Future funds should prioritize diverse voices and geographic inclusion, not duplicate services in already well-resourced areas.

5. Prevent Fragmentation and Support Impact
The current proliferation of small, niche organizations—each competing for limited resources—is weakening the ecosystem. Funding should encourage collaboration and shared infrastructure to maximize collective impact and reduce duplication.

6. Learn from Other Sector Models
Sectors such as Sport Manitoba offer effective frameworks for regional investment, sustainability, and oversight. The arts sector could benefit from adopting similar checks and balances, ensuring long-term viability and fairness across Manitoba.
 ",Funded,Organization,R3B,126,Capital Region,Winnipeg Area
118981636320,2025-10-22,completed,No,Yes,Individual Artist,NA,Visual Arts,NA,R1N3Z7,To support the development of artists and art communities. ,Confident,Excellent,Excellent,Excellent,Good,Excellent,Fair,Poor,Fair,Less bias. Cultural issues are not fully addressed. Eg climate change. The focus is on indigenous or lgbtq. There is more to life than that. The focus is too narrow. ,Connected,NA,3,4,6,7,5,8,9,1,2,"MAC has supported the development of artists, students, young artists and seniors. ",Less focus on social issues and more on fine quality art and experimentation. ,"Applied, not funded",Individual,R1N,127,Central Plains,Outside Wpg
118981597211,2025-10-22,completed,No,No,Individual Artist,NA,Visual Arts,NA,R3V1T7,Help promote arts in Manitoba. ,Confident,Excellent,Excellent,Good,Good,Good,Good,Good,Don't know,Not sure,Connected,NA,5,8,2,3,4,1,9,7,6,Raised the profile of artists and the appreciation for the skills within the community. ,MAC plays an important role. ,"Did not apply, not funded",Individual,R3V,128,Capital Region,Winnipeg Area
118981315262,2025-10-22,completed,Yes,Yes,Collective / Group of Artists,NA,Music,NA,R3R1K9,support for Manitoba artists,Confident,Good,Good,Good,Fair,Excellent,Excellent,Excellent,Good,assistance with online promotion,Connected,NA,2,3,4,5,6,7,8,9,1,Insightful planning to support current initiatives and new ideas with merit. Helped to develop audiences.,The grant my organisation received has been most helpful in the early stages of this project. ,Funded,Organization,R3R,129,Capital Region,Winnipeg Area
118981287260,2025-10-22,completed,Yes,Yes,Arts/Cultural Organization,NA,Music,NA,R3B1C3,Funding art-making and art presentation,Not very confident,Poor,Poor,Excellent,Poor,Fair,Fair,Poor,Poor,Better understand and respect the impact of larger organizations. They are changing far more lives for the dollar than the small ones combined. ,Disconnected,"Organizations such as the RWB, Folk Festival, MTC, WSO, Franco MB Cultural Centre, etc all reach so many people and have such substantial impact, that they have become undervalued by funders who are always seeking to fund small new startup organizations, which ultimately thins out and weakens our artistic pool, rather than strengthening and emboldening the organizations that are already doing things excellently.",3,9,4,2,1,5,8,6,7,"Champion and pursue excellence. It cannot be understated how important this is. Real-world opportunities for artists are created by being excellent, and by connecting meaningfully with audiences at scale. 

Support established organizations who are looking to level-up.

Work with established organizations to build capacity to undertake the projects / efforts you would recently otherwise be funding new small organizations for.

University arts/music professors are often quite disconnected from the real world of selling tickets and building audiences. They should not be relied on as jury members. Jury members should be active and in the field.","In MAC's 2024-26 Strategic Priorities document there are six pages on diversity, equity and inclusion. We are not at all discounting the importance of these efforts, but we are concerned with an imbalance in how MAC sees art-making and artists and what moves audiences.

Because the words innovation or merit or excellence or ingenuity do not appear once - only the whoppingly benign ""MAC values the original expression of ideas in our work and the work we fund."" ",Funded,Organization,R3B,130,Capital Region,Winnipeg Area
118981280001,2025-10-22,completed,No,Yes,Individual Artist,NA,Visual Arts,NA,R3C2E7,Disburse funds from requests,Not very confident,Poor,Poor,Poor,Poor,Good,Don't know,Poor,Poor,Do not discriminate against some by prioritizing others.  I WAS TOLD BY YOU PEOPLE THAT IF I WERE AN “INDIGENOUS” DISABLED PERSON I WOULD BE AWARDED FUNDING.  DISGUSTING! Is it because your ED WAS A BALLET DANCER AND HE IS PREJUDICED AGAINST THE MOBILITY IMPAIRED? ,Very disconnected,You have your woke agenda so you want to put your effort and assets in that direction primarily.  This amounts to DISCRIMINATION against artists that are not part of your woke agenda.  Disability always comes last.  You recieve taxpayer funds so you need to serve ALL… not just the gendered and racialized in other words.  It’s so obvious.  ,2,3,4,9,6,7,8,1,5,"Why is financial training on the previous list? Your job is to support artists creative output, not teach them life skills.  I hope you are not spending money to teach some artists life skills while denying opportunities to other people simply to create their art!! Both my mother and I have been rejected for residencies.  You are not a community college for certain vulnerable groups that you have decided to take a priority interest in.  Art transcends.  Come to think of it, DISABILITY transcends too You people need to stop focussing on genderized and racialized and understand that art belongs to everyone.   It’s about art.  Not certain groups of people.  ",Be fair.  Focus on the art not your woke agenda.  Don’t use the application process to filter out applicants.  It’s WAY too complicated. I sat with someone to do mine and I think she made my proposal so expensive (I’m disabled) that I clearly got rejected probably due to the size of the “ask”.   I didn’t need 10 K! I’ve been on at least 5 residencies and none of them were as complicated to apply for.  But maybe it keeps you people busy?,"Applied, not funded",Individual,R3C,131,Capital Region,Winnipeg Area
118981218166,2025-10-22,completed,Yes,No,Community-based Organization,NA,Inter-arts,NA,R5G0T7,"Funding agency, promoting Manitoba arts organization and professional artists",Very confident,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Find ways to Support growth and innovation. ,Connected,NA,5,1,2,3,4,7,8,6,9,Find ways to support the strategic successes on supported organizations in order to encourage growing impact. ,Thanks for all you do!,Funded,Organization,R5G,132,Eastman,Outside Wpg
118981186200,2025-10-21,completed,No,No,Individual Artist,NA,Visual Arts,NA,R3M0A4,To help fund arts initiatives in MB.,Confident,Good,Good,Good,Good,Good,Good,Don't know,Don't know,NA,Connected,NA,1,2,3,4,7,5,6,8,9,Got back involved with supporting artists in schools ,NA,"Did not apply, not funded",Individual,R3M,133,Capital Region,Winnipeg Area
118981142830,2025-10-21,completed,Yes,Don't know,Missing,Organisme Autochtone,Missing,Arts traditionnels autochtone multidisciplnaires,R2H0G7,Forte,Confident,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Décoloniser le language d'avantage et adopter plus de perspectives autochtones dans l'offre ,Very connected,NA,1,3,8,5,6,7,9,2,4,Les communautés Autochtones sont mieux représentées,NA,Missing,NA,R2H,134,Capital Region,Winnipeg Area
118981097202,2025-10-21,completed,No,No,Individual Artist,NA,Music,NA,R0J1E0,To support the arts in Manitoba by assisting artists in navigating the local industry in any capacity possible.,Very confident,Good,Good,Good,Good,Good,Good,Good,Good,More information to smaller communities ,Connected,NA,7,5,6,8,1,9,4,2,3,"Ten years from now, MAC has significantly expanded its impact by reaching beyond urban centers and meaningfully connecting with smaller and rural communities across Manitoba. Through dedicated outreach, they have fostered growth in the arts sector province-wide, ensuring that opportunities, resources, and support are accessible to all Manitobans—not just those in major cities. MAC has also played a key role in standardizing and simplifying access to arts-related information, making it easier for artists and organizations to navigate the industry. This has led to a more connected, inclusive, and thriving arts and cultural ecosystem throughout the province.",NA,"Did not apply, not funded",Individual,R0J,135,Westman,Outside Wpg
118981077078,2025-10-21,completed,Yes,Yes,Individual Artist,NA,Music,NA,R3C3T9,Disburse MB provincial government funding to artists through a peer-reviewed granting program,Confident,Excellent,Fair,Excellent,Good,Excellent,Good,Fair,Don't know,"more workshops for artists, especially nuances that go into strengthening a grant application - I learned so much more about writing a successful grant once I started evaluating as an assessor!",Connected,NA,8,9,2,1,3,5,6,4,7,NA,NA,Funded,Individual,R3C,136,Capital Region,Winnipeg Area
118981053144,2025-10-21,completed,Yes,Yes,Missing,Indigenous artist and knowledge keeper,Missing,Traditional arts,R5J0A6,NA,Confident,Good,Good,Fair,Fair,Fair,Fair,Don't know,Don't know,More transparency in how the final decision is made for approving or denying grant applications ,Connected,NA,3,4,6,1,7,2,9,8,5,NA,NA,Funded,NA,R5J,137,Eastman,Outside Wpg
118981036032,2025-10-21,partial,No,No,Community-based Organization,NA,Inter-arts,NA,R3B1B7,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,Missing,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,NA,"Did not apply, not funded",Organization,R3B,138,Capital Region,Winnipeg Area
118981026126,2025-10-21,partial,No,Yes,Individual Artist,NA,Craft,NA,R1A4J8,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,Missing,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,NA,"Applied, not funded",Individual,R1A,139,Interlake,Outside Wpg
118980948586,2025-10-21,completed,Yes,Yes,Community-based Organization,NA,Visual Arts,NA,R3B1A2,To provide support and funding to Manitoba's arts and culture sector through individuals and organizations.,Confident,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,increase funding to the support grant,Connected,NA,2,4,7,9,1,8,6,3,5,MAC has supported steady wage/fee increases for staff and artists by increasing funding. They also trust organizations enough to provide more flexibility on how organizations/individuals choose to spend their funding.  ,"Trust based philanthropy is amazing. I know that's a tough ask for governments but it can make a world of difference and should be apart of the conversation.

Advocate for a percent-for-art model on new construction projects to further investment in the arts, maybe even providing developers the option to contribute a percentage to a central art fund instead of commissioning on-site art.  ",Funded,Organization,R3B,140,Capital Region,Winnipeg Area
118980948517,2025-10-21,completed,Yes,Yes,Individual Artist,NA,Visual Arts,NA,R3P0J9,To support artists in Manitoba and advocate for the arts.,Confident,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't know,Don't know,Advocate even harder for funding from the provincial and federal governments. ,Very connected,NA,1,2,3,5,4,6,7,8,9,Secured more money and therefore gave out more grants ,Consult with artists in person to find out the realities of their artistic lives. Work with other non profits in the arts to share solutions—don’t take on what other orgs have already done. Consult with artists at all career levels. Consult with the university art departments and the galleries.,Funded,Individual,R3P,141,Capital Region,Winnipeg Area
118980941751,2025-10-21,completed,No,No,Individual Artist,NA,Visual Arts,NA,R0E0N0,"To support and develop the arts, arts organizations, and artists in Manitoba; to support the arts in a way that reflects, deepens and develops Manitoba culture; to build local, national and international connections and audiences.",Not very confident,Excellent,Excellent,Excellent,Good,Excellent,Good,Fair,Don't know,"Reaching out to young, developing, or outsider, or rural artists, who may not be otherwise included in accepted definitions of Artist.
Encouraging work that confronts current issues; eg., a call for artworks on topics such as climate crisis, or MMIW.",Disconnected,"There is a tier of artists who are not eligible for grants under the current model, but who could benefit from development funding and mentorship. ",7,5,4,6,3,2,8,1,9,MAC has used Manitoba Music as a template for promoting artists and providing resources to artists.,"Bringing arts and artists into schools is an important part of the program, to develop young artists and build art audiences, as well as an appreciation for the arts in the larger school communities/ neighbourhoods.","Did not apply, not funded",Individual,R0E,142,Interlake,Outside Wpg
118980865813,2025-10-21,partial,No,No,Collective / Group of Artists,NA,Dance,NA,R3J1Z8,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,Missing,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,NA,"Did not apply, not funded",Organization,R3J,143,Capital Region,Winnipeg Area
118980860500,2025-10-21,completed,Yes,Yes,Missing,"individual artist, art education (post-secondary and community), collective, mentor",Missing,"as an individual artist my primary practice is visual, as part of a collaborative it is media arts",R7A3C1,To support the development and production of the arts in Manitoba,Confident,Excellent,Excellent,Excellent,Excellent,Excellent,Fair,Excellent,Excellent,I would like to see some tweaking of the artist in the community program but that is a longer conversation.  Everything else I can think of would require a budget increase for MAC. I would like to see more support for older artists or programming directed toward senior professional artists.,Connected,NA,1,5,7,8,2,3,9,6,4,"They have developed a system to ensure solid supports for professional artists living outside of Winnipeg to exhibit/showcase their work, reach a wider audience, and connect with - in the case of visual artists - professional curators, writers, etc. There is more support for artists who are more established but are not connected with a post-secondary institution and are doing work that is more related to research then sales.","MAC is a very valuable resource for the artistic community. The staff is well informed, supportive and provides excellent constructive criticism. ",Funded,NA,R7A,144,Westman,Outside Wpg
118980827452,2025-10-21,completed,Yes,No,Arts/Cultural Organization,NA,Theatre,NA,R3C4X1,MAC is an arm's length provincial funder that supports the creation and dissemination of arts and cultural experiences throughout Manitoba.,Confident,Good,Good,Fair,Fair,Good,Fair,Poor,Fair,Simplify application and reporting processes.,Connected,NA,1,2,4,6,5,8,9,7,3,"MAC has led and supported public awareness campaigns that make Manitobans proud of the Arts and Culture created in our province. As a result, the public engages with Arts and Culture on a regular and profound level. ","The two Strategic Priorities in the 2024-2026 plan are Equity Diversity and Inclusion, and Environmental Sustainability. Those are very important priorities, but it's hard to see how they will advance the vision of ""A Manitoba where arts and culture is at the heart of community life"" when MAC's own priorities do not overtly centre arts and culture at heart of community life. We need MAC to be a public and vocal champion for the value of arts and culture in community. ",Funded,Organization,R3C,145,Capital Region,Winnipeg Area
118980793613,2025-10-21,completed,Yes,No,Arts/Cultural Organization,NA,Theatre,NA,R3L0C3,To advocate and support the artists and arts organizations in Manitoba.,Very confident,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Continue with advocating more financial support to the arts organizations that have not rebounded back to 2019 attendance numbers for events.,Very connected,NA,1,2,4,5,3,7,9,6,8,Increased Operation funding.,NA,Funded,Organization,R3L,146,Capital Region,Winnipeg Area
118980787411,2025-10-21,partial,Yes,No,Arts/Cultural Organization,NA,Visual Arts,NA,R0M2C0,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,Missing,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,NA,Funded,Organization,R0M,147,Westman,Outside Wpg
118980779522,2025-10-21,completed,No,Yes,Individual Artist,NA,Media Arts,NA,R3T1M9,"To encourage and to support the creative arts for Manitobans. 

",Confident,Good,Fair,Good,Poor,Good,Good,Poor,Poor,"Make room for everyone - 

I can tell you this much - this is not a 10 min survey. There is so much I could say here. But to write a cohesive and coherent and useful bit of comment would take me 30 min. And what is the take away? What do you care? 
This is only veneer and I feel a waste of anyone's time. Anyway I just finished deleting most of what I wrote in the above panel. 
And to ask about connected? I m not connected to MAC. 40 years doing what I do in this province. What is MAC doing for me? In the past I have received grants. Typically the grants are enough to begin and not enough to complete. I end up out of pocket by 20 to 30,000 to complete these projects. Grants have been so very helpful when I have received them - allowing for projects I have been longing to make. But other than getting or not getting a grant. I do not feel connected with MAC. Happy they are there absolutely. Happy too that someone is getting that funding from MAC - ",Disconnected,I just did ,1,2,3,4,5,6,7,8,9,"Wow ...
How much am I being paid to do this? 
Oh right I forgot...I work in the arts. 
I do this shit for free cuz I'm 'Invested'or maybe for a donut.  Right. 
Oh and thank you for the donut.

AGAIN - NOT A 10 MINUTE SURVEY !","How much money actually makes it INTO THE POCKETS OF THOSE MAKING ART? 
OUT of the budget for MAC - HOW MUCH IS ADMIN and HOW MUCH FOR ARTISTS? 

We are not arts admin. 
Which is how much in this country?! All these arts organizations !!!
Federal & provincial. So much money!
Wanna be artists living on a good wage (with benefits!) Administrating THE FUNDING for the wannabe wanker artists. Why don't we all become administrators? Administrating arts!!! That's where its at!
So what about the artist. Hey you down there - sorry about the funding - things are tight. Here's a donut. 

","Applied, not funded",Individual,R3T,148,Capital Region,Winnipeg Area
118980764215,2025-10-21,partial,No,No,Individual Artist,NA,Dance,NA,R3L0H4,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,Missing,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,NA,"Did not apply, not funded",Individual,R3L,149,Capital Region,Winnipeg Area
118980759625,2025-10-21,completed,Yes,Yes,Arts/Cultural Organization,NA,Missing,I work at an arts organization that supports all artistic mediums,R3B1T2,"I believe MAC's purpose is to fund the arts and to be leader in the arts which includes modelling best practices, ensuring diverse representations in the arts and listening to artists and arts organizations to learn the ways to better support the arts community.",Very confident,Excellent,Excellent,Good,Excellent,Excellent,Good,Excellent,Good,"MAC has done an exceptional job in supporting the arts and cultural community. Anytime that I have reached out to staff about concerns (mainly accessibility concerns as that is my field of practice) they have been very responsive and actively take steps to address the issue. In fact I have often spoken to other art funders such as the Canada Council for the Arts, about how responsive MAC is and have used MAC as a model that other Arts Funders should look to as an example.

",Very connected,NA,3,5,7,8,9,1,6,2,4,I imagine that MAC will continue to listen to artists and arts workers to learn how to best support them and continue to do the excellent job they are doing,NA,Funded,Organization,R3B,150,Capital Region,Winnipeg Area
118980742128,2025-10-21,completed,No,Yes,Individual Artist,NA,Literary Arts,NA,R3L0V9,"To support the creation, and dissemination/performance of art within Manitoba.",Confident,Good,Fair,Fair,Fair,Good,Fair,Good,Don't know,It would be great if MAC could support even more projects.,Connected,NA,1,2,3,4,5,7,6,8,9,NA,NA,"Applied, not funded",Individual,R3L,151,Capital Region,Winnipeg Area
118980739098,2025-10-21,partial,Missing,Missing,Missing,NA,Missing,NA,R3C0X7,Help artists,Not at all confident,Poor,Poor,Fair,Poor,Poor,Poor,Poor,Poor,Truly inclusive ,Disconnected,MAC is an entity upon itself,1,2,3,4,5,6,7,8,9,NA,NA,Missing,NA,R3C,152,Capital Region,Winnipeg Area
118980736916,2025-10-21,completed,Yes,No,Individual Artist,NA,Theatre,NA,R3B3J9,"Support Manitoba artists as they grow their craft
support Manitoba production
support projects that speak to/challenge Manitobans",Confident,Excellent,Good,Good,Fair,Good,Good,Don't know,Don't know,support those not computer savvy - i found submitting stuff on Excel extremely stressful. Should i have to learn a whole new computer program to submit a grant application?,Connected,NA,8,4,5,6,7,1,3,2,9,"streamlined the unweildy application process
supported more emerging/new artists
supported the creation and maintenance of an Indig theatre company","While i understand many racialized folks have been and continue to be under-represented, i did feel like boxes had to be ticked to receive a grant. Is the grant-writing process in itself a barrier - particularly to emerging artists and racialized, under-represented artists? Should a grant application take more creative energy than the project being applied for?",Funded,Individual,R3B,153,Capital Region,Winnipeg Area
